"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39123","testHomePageURL","All Test Suite","Sun Nov 17 21:08:33 GMT+06:00 2024","passed","Sun Nov 17 21:09:12 GMT+06:00 2024","testcases.TestHomePage","F:/CSE Related stuffs/SQA/Basic JAVA/Web Automation Projects/WebAutomation/src/test/java/testcases","testcases.TestHomePage","testHomePageURL"
"","14","testHomePageTitle","All Test Suite","Sun Nov 17 21:09:14 GMT+06:00 2024","failed","Sun Nov 17 21:09:14 GMT+06:00 2024","testcases.TestHomePage","F:/CSE Related stuffs/SQA/Basic JAVA/Web Automation Projects/WebAutomation/src/test/java/testcases","testcases.TestHomePage","testHomePageTitle"
